ekatte,t_v_m,name,oblast,obstina,kmetstvo,kind,category,altitude,document,tsb,abc
05013,?.,????????,PVN,PVN10,PVN10-03,3,6,2,1873,14,366
05027,??.,????????,SFO,SFO06,SFO06-00,1,3,6,1873,22,367
05030,?.,???????,TGV,TGV35,TGV35-05,3,7,6,1873,25,368
05044,?.,????????,PVN,PVN16,PVN16-00,3,7,2,1873,14,369
05058,?.,????????,RAZ,RAZ16,RAZ16-03,3,6,3,1873,16,370
05061,?.,????????,DOB,DOB15,DOB15-07,3,6,4,1873,24,371
05075,?.,????????,SHU,SHU10,SHU10-01,3,7,4,1873,27,372
05089,?.,???????,KRZ,KRZ35,KRZ35-07,3,6,5,1873,08,373
05092,?.,????????,SLV,SLV20,SLV20-00,3,8,3,1873,19,374
05102,?.,???????????,VAR,VAR24,VAR24-02,3,6,1,1873,03,375
17960,?.,???????????,SZR,SZR27,SZR27-04,3,7,3,1873,23,376
07853,?.,???????,PAZ,PAZ08,PAZ08-00,3,8,8,1873,12,377
05124,?.,????,SLS,SLS10,SLS10-01,3,5,4,1873,18,378
05147,?.,????????,SFO,SFO18,SFO18-00,3,7,7,1873,22,379
05150,?.,???????,PDV,PDV26,PDV26-00,3,8,8,1873,15,380
05164,?.,????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,381
05181,?.,??????,KRZ,KRZ15,KRZ15-42,3,8,6,1873,08,382
05195,?.,???????,VID,VID03,VID03-00,3,5,4,1873,05,383
05205,?.,?????,KRZ,KRZ16,KRZ16-03,3,6,6,1873,08,384
05219,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,385
05222,?.,??????? ??????,VTR,VTR04,VTR04-00,3,8,5,1873,04,386
07908,?.,???????,GAB,GAB05,GAB05-00,3,8,5,1873,07,387
05236,??.,??????????,MON,MON04,MON04-00,1,5,3,1873,11,388
05240,?.,????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,389
05253,?.,?????????,MON,MON02,MON02-00,3,7,5,1873,11,390
05267,?.,???????,GAB,GAB05,GAB05-00,3,8,5,1873,07,391
05270,?.,????????,PDV,PDV25,PDV25-00,3,7,3,1873,15,392
05284,??.,????????,JAM,JAM03,JAM03-00,1,4,3,1873,28,393
05298,?.,???????? ?????,HKV,HKV33,HKV33-02,3,7,3,1873,26,394
05308,?.,????????,JAM,JAM25,JAM25-00,3,6,3,1873,28,395
05311,?.,???????,VAR,VAR01,VAR01-00,3,7,3,1873,03,396
05325,?.,???????,KRZ,KRZ16,KRZ16-29,3,7,5,1873,08,397
05339,?.,???????,PDV,PDV28,PDV28-03,3,5,3,1873,15,398
05342,?.,??????,DOB,DOB27,DOB27-05,3,8,4,1873,24,399
07870,?.,???,PDV,PDV01,PDV01-00,3,8,8,1873,15,400
05356,?.,?????,PDV,PDV07,PDV07-02,3,6,4,1873,15,401
05365,?.,?????,SML,SML27,SML27-00,3,7,7,1873,20,402
05387,?.,??????,SML,SML16,SML16-00,3,8,7,1873,20,403
05390,?.,??????,SFO,SFO20,SFO20-00,3,8,7,1873,22,404
05400,?.,??????,GAB,GAB05,GAB05-00,3,7,6,1873,07,405
05414,?.,????????,SML,SML31,SML31-00,3,8,7,1873,20,406
05428,?.,?????????,VID,VID03,VID03-00,3,7,4,1873,05,407
05431,?.,????????,SZR,SZR31,SZR31-00,3,7,6,1873,23,408
05445,?.,??????,LOV,LOV34,LOV34-05,3,5,5,1873,10,409
05459,?.,???????????,PAZ,PAZ14,PAZ14-01,3,7,6,1873,12,410
05462,?.,??????,SML,SML05,SML05-00,3,5,8,1873,20,411
05476,?.,????????,SML,SML16,SML16-00,3,7,7,1873,20,412
05480,?.,???????,SLV,SLV11,SLV11-00,3,7,5,1873,19,413
05493,?.,????????,PVN,PVN27,PVN27-00,3,7,3,1873,14,414
05503,?.,??????????,HKV,HKV18,HKV18-00,3,7,3,1873,26,415
05517,?.,????????,RSE,RSE33,RSE33-02,3,6,1,1873,17,416
05520,?.,????????,JAM,JAM07,JAM07-00,3,8,4,1873,28,417
05534,?.,?????????,PER,PER36,PER36-00,3,8,6,1873,13,418
05551,?.,????? ???,SLV,SLV24,SLV24-02,3,6,5,1873,19,419
05548,?.,???????,VRC,VRC05,VRC05-00,3,5,3,1873,06,420
05565,?.,???????,KNL,KNL27,KNL27-00,3,8,5,1873,09,421
05579,?.,????????,SML,SML16,SML16-20,3,6,7,1873,20,422
05582,?.,????????,VID,VID01,VID01-00,3,7,5,1873,05,423
80176,?.,????????,KRZ,KRZ02,KRZ02-27,3,7,5,1873,08,424
05596,?.,??????????,BLG,BLG33,BLG33-00,3,8,6,1873,01,425
05606,?.,??????,BLG,BLG11,BLG11-02,3,5,6,1873,01,426
05611,??.,??????,RSE,RSE03,RSE03-00,1,4,4,1873,17,427
05623,?.,??????,PDV,PDV15,PDV15-00,3,8,8,1873,15,428
05637,?.,??????,SZR,SZR31,SZR31-00,3,8,3,1873,23,429
05640,?.,????????,KRZ,KRZ35,KRZ35-15,3,8,5,1873,08,430
05654,?.,???????,MON,MON02,MON02-04,3,6,4,1873,11,431
05668,?.,????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,432
05671,?.,????????,SZR,SZR22,SZR22-00,3,8,7,1873,23,433
05685,?.,?????,SHU,SHU07,SHU07-01,3,6,5,1873,27,434
05699,?.,??????,VAR,VAR16,VAR16-00,3,7,2,1873,03,435
05709,?.,???????,VTR,VTR13,VTR13-01,3,8,6,1873,04,436
05712,?.,????????,KRZ,KRZ35,KRZ35-15,3,8,6,1873,08,437
05726,?.,?????????,BGS,BGS23,BGS23-00,3,8,5,1873,02,438
05737,?.,?????????,SML,SML02,SML02-00,3,8,8,1873,20,439
05743,?.,??????????,RSE,RSE04,RSE04-03,3,7,2,1873,17,440
05757,?.,?????,SLS,SLS32,SLS32-01,3,6,2,1873,18,441
05760,?.,??????,PER,PER32,PER32-00,3,7,7,1873,13,442
05791,?.,????????,KRZ,KRZ35,KRZ35-05,3,8,5,1873,08,444
05801,?.,???????,SML,SML31,SML31-00,3,7,7,1873,20,445
05815,??.,?????????,SFO,SFO07,SFO07-00,1,2,5,1873,22,446
05829,?.,??????,VAR,VAR02,VAR02-00,3,7,4,1873,03,447
05832,?.,??????,VID,VID09,VID09-00,3,8,2,1873,05,448
05846,?.,??????,VRC,VRC35,VRC35-00,3,8,2,1873,06,449
05852,?.,??????,MON,MON11,MON11-00,3,8,2,1873,11,450
05863,?.,??????,JAM,JAM25,JAM25-04,3,6,3,1873,28,451
05877,?.,??????,RSE,RSE04,RSE04-00,3,7,2,1873,17,452
05894,?.,??????,VRC,VRC21,VRC21-00,3,7,4,1873,06,453
05904,?.,???????,HKV,HKV11,HKV11-04,3,8,5,1873,26,454
05918,?.,??????,PER,PER51,PER51-00,3,8,7,1873,13,455
05921,?.,?????,PVN,PVN24,PVN24-02,3,6,5,1873,14,456
05935,?.,????????,VTR,VTR04,VTR04-00,3,8,6,1873,04,457
05949,?.,??????,PAZ,PAZ29,PAZ29-02,3,6,4,1873,12,458
05952,?.,???????,JAM,JAM25,JAM25-05,3,5,3,1873,28,459
05966,?.,????,SHU,SHU07,SHU07-02,3,6,5,1873,27,460
05983,?.,???? ??????,HKV,HKV19,HKV19-02,3,6,5,1873,26,461
05978,?.,?????,VAR,VAR09,VAR09-00,3,7,4,1873,03,462
05997,?.,???????,VID,VID15,VID15-00,3,8,3,1873,05,463
06001,?.,???????,JAM,JAM07,JAM07-02,3,5,3,1873,28,464
06015,?.,????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,465
06029,?.,??????,PDV,PDV01,PDV01-02,3,5,3,1873,15,466
06032,?.,????????,SLS,SLS31,SLS31-04,3,5,3,1873,18,467
06046,?.,????????,TGV,TGV24,TGV24-00,3,8,5,1873,25,468
06050,?.,?????????,SFO,SFO09,SFO09-00,3,8,7,1873,22,469
06077,?.,?????????,PDV,PDV26,PDV26-03,3,5,3,1873,15,470
06080,?.,???????,HKV,HKV33,HKV33-00,3,7,5,1873,26,471
06094,?.,?????????,SHU,SHU18,SHU18-01,3,5,4,1873,27,472
06104,?.,???????,DOB,DOB15,DOB15-08,3,6,4,1873,24,473
06118,?.,?????????,VTR,VTR04,VTR04-00,3,8,5,1873,04,474
06121,?.,?????????,VID,VID15,VID15-00,3,8,4,1873,05,475
06135,?.,??????,SLV,SLV11,SLV11-00,3,8,7,1873,19,476
06149,?.,?????????,PAZ,PAZ19,PAZ19-03,3,5,4,1873,12,477
06152,?.,???????,BGS,BGS04,BGS04-00,3,7,1,1873,02,478
06166,?.,???????,TGV,TGV35,TGV35-00,3,7,5,1873,25,479
06175,?.,??????????,SFO,SFO45,SFO45-00,3,8,6,1873,22,480
06183,?.,????? ?????????,SZR,SZR04,SZR04-00,3,5,3,1873,23,481
06197,?.,????? ???????,SZR,SZR31,SZR31-06,3,6,4,1873,23,482
06207,??.,?????????,PAZ,PAZ06,PAZ06-00,1,4,5,1873,12,483
06210,?.,???????,PVN,PVN10,PVN10-04,3,7,2,1873,14,484
06224,??.,???????,VID,VID06,VID06-00,1,4,1,1873,05,485
07942,?.,???????,KRZ,KRZ14,KRZ14-34,3,8,5,1873,08,486
07939,?.,???????,KRZ,KRZ08,KRZ08-00,3,8,5,1873,08,487
06238,?.,???????,BLG,BLG44,BLG44-01,3,5,6,1873,01,488
06241,?.,??????????,GAB,GAB35,GAB35-04,3,8,6,1873,07,489
06255,?.,?????,SML,SML27,SML27-09,3,8,8,1873,20,490
06269,?.,?????,SML,SML09,SML09-02,3,6,8,1873,20,491
06272,?.,?????,SFO,SFO43,SFO43-00,3,7,7,1873,22,492
77116,?.,??????,KRZ,KRZ02,KRZ02-25,3,7,6,1873,08,493
06286,??.,???????,PER,PER08,PER08-00,1,3,7,1873,13,494
06306,?.,????????,BLG,BLG11,BLG11-03,3,5,7,1873,01,495
06313,?.,????????? ?????,PER,PER08,PER08-00,3,8,7,1873,13,496
06327,?.,?????????,SFO,SFO43,SFO43-00,3,8,7,1873,22,497
06344,?.,???????,VTR,VTR13,VTR13-00,3,8,5,1873,04,498
06361,??.,???????,PDV,PDV07,PDV07-00,1,4,4,1873,15,499
06375,?.,???????,PVN,PVN39,PVN39-01,3,5,3,1873,14,500
06389,?.,???????,SLS,SLS34,SLS34-00,3,7,3,1873,18,501
06392,?.,?????,KNL,KNL50,KNL50-00,3,8,7,1873,09,502
06402,?.,?????,PVN,PVN08,PVN08-01,3,5,1,1873,14,503
06416,?.,???????,VAR,VAR09,VAR09-02,3,5,3,1873,03,504
06421,?.,????????,SFO,SFO56,SFO56-00,3,8,7,1873,22,505
06433,?.,??????,PVN,PVN37,PVN37-01,3,7,4,1873,14,506
06447,?.,????????,PDV,PDV26,PDV26-04,3,5,4,1873,15,507
06450,?.,?????????,LOV,LOV38,LOV38-02,3,5,5,1873,10,508
06464,?.,?????????,DOB,DOB27,DOB27-00,3,8,3,1873,24,509
06478,?.,????????,SZR,SZR37,SZR37-00,3,8,5,1873,23,510
06481,?.,??????????,RAZ,RAZ11,RAZ11-01,3,5,4,1873,16,511
06495,?.,?????????,PVN,PVN24,PVN24-03,3,6,4,1873,14,512
06505,?.,??????????,PDV,PDV26,PDV26-05,3,4,4,1873,15,513
06519,?.,??????????,RSE,RSE03,RSE03-00,3,7,4,1873,17,514
06522,?.,????????,BLG,BLG44,BLG44-00,3,8,7,1873,01,515
06536,?.,????????,LOV,LOV18,LOV18-00,3,8,6,1873,10,516
06547,?.,????,HKV,HKV09,HKV09-02,3,6,2,1873,26,517
06553,?.,?????????,BGS,BGS13,BGS13-00,3,7,1,1873,02,518
06567,?.,????,KRZ,KRZ16,KRZ16-10,3,7,5,1873,08,519
06570,??.,????????,MON,MON07,MON07-00,1,4,2,1873,11,520
06584,?.,????????,HKV,HKV18,HKV18-00,3,8,5,1873,26,521
06598,?.,??????,VRC,VRC27,VRC27-02,3,6,4,1873,06,522
06608,?.,??????,SFO,SFO18,SFO18-00,3,7,5,1873,22,523
06625,?.,???????,HKV,HKV11,HKV11-16,3,8,6,1873,26,524
06639,?.,???????,PER,PER08,PER08-00,3,8,7,1873,13,525
06642,?.,?????????,GAB,GAB05,GAB05-00,3,8,5,1873,07,526
06662,?.,?????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,527
06673,?.,???????,RSE,RSE33,RSE33-03,3,7,1,1873,17,528
06687,?.,???????,BGS,BGS12,BGS12-00,3,8,4,1873,02,529
06690,?.,??????????,PVN,PVN24,PVN24-04,3,7,2,1873,14,530
06700,?.,??????,SML,SML10,SML10-02,3,6,8,1873,20,531
06728,?.,????????,KRZ,KRZ15,KRZ15-41,3,7,3,1873,08,532
06731,?.,?????????,VTR,VTR31,VTR31-04,3,6,2,1873,04,533
06745,?.,???????,PDV,PDV23,PDV23-01,3,7,1,1873,15,534
06759,?.,???????,HKV,HKV34,HKV34-02,3,6,3,1873,26,535
06762,?.,?????,HKV,HKV09,HKV09-00,3,7,3,1873,26,536
06776,?.,?????????,BGS,BGS04,BGS04-00,3,7,4,1873,02,537
06788,?.,????????,SLV,SLV16,SLV16-00,3,7,4,1873,19,538
06793,?.,????????,DOB,DOB03,DOB03-03,3,8,3,1873,24,539
06803,?.,????????,HKV,HKV19,HKV19-00,3,7,5,1873,26,540
06817,?.,??????,HKV,HKV11,HKV11-00,3,8,6,1873,26,541
06834,?.,???????,BLG,BLG28,BLG28-05,3,8,6,1873,01,542
06848,?.,?????????,SZR,SZR12,SZR12-01,3,5,5,1873,23,543
06851,?.,?????????,SFO,SFO20,SFO20-00,3,8,7,1873,22,544
06865,?.,?????????,SHU,SHU07,SHU07-03,3,7,5,1873,27,545
06879,?.,???????,SML,SML05,SML05-06,3,6,8,1873,20,546
06882,?.,???????,TGV,TGV35,TGV35-41,3,6,5,1873,25,547
06896,?.,????????,VTR,VTR13,VTR13-00,3,8,6,1873,04,548
06906,?.,???,KRZ,KRZ15,KRZ15-03,3,7,5,1873,08,549
06919,?.,?????,TGV,TGV02,TGV02-00,3,8,5,1873,25,550
06923,?.,??????,SML,SML31,SML31-00,3,8,8,1873,20,551
02988,?.,????????,SML,SML31,SML31-00,3,8,7,1873,20,552
06937,?.,?????? ??????,SML,SML16,SML16-18,3,6,7,1873,20,553
06940,?.,???????,VTR,VTR04,VTR04-00,3,8,5,1873,04,554
06954,?.,???????,VID,VID09,VID09-05,3,6,2,1873,05,555
06968,?.,???????,VRC,VRC08,VRC08-00,3,7,4,1873,06,556
06971,?.,???????,MON,MON07,MON07-00,3,7,3,1873,11,557
06985,?.,???????,SFO,SFO43,SFO43-00,3,8,7,1873,22,558
06999,?.,????????,PVN,PVN24,PVN24-05,3,5,2,1873,14,559
07003,?.,??????,BLG,BLG11,BLG11-04,3,5,7,1873,01,560
07017,?.,??????,SML,SML16,SML16-00,3,7,7,1873,20,561
56335,?.,??????,PDV,PDV23,PDV23-15,3,7,5,1873,15,562
07020,?.,?????????,SFO,SFO09,SFO09-00,3,8,6,1873,22,563
07034,?.,??????,VAR,VAR13,VAR13-00,3,7,5,1873,03,564
07048,?.,??????,KNL,KNL29,KNL29-00,3,8,8,1873,09,565
07051,?.,??????,SFO,SFO56,SFO56-00,3,7,6,1873,22,566
07822,?.,???????,BLG,BLG53,BLG53-03,3,6,7,1873,01,567
07065,?.,????????,KNL,KNL27,KNL27-00,3,7,5,1873,09,568
07079,??.,??????,BGS,BGS04,BGS04-00,1,1,1,1873,02,569
07911,?.,??????,SML,SML18,SML18-00,3,7,6,1873,20,570
07082,?.,????,GAB,GAB29,GAB29-00,3,7,6,1873,07,571
07096,?.,???????,PER,PER51,PER51-00,3,8,7,1873,13,572
07106,?.,????????,SOF,SOF46,SOF46-31,3,5,6,1873,21,573
07116,?.,?????,VRC,VRC20,VRC20-01,3,5,2,1873,06,574
07123,?.,??????,VTR,VTR22,VTR22-02,3,6,2,1873,04,575
07867,?.,???????,PAZ,PAZ08,PAZ08-00,3,7,8,1873,12,576
07137,?.,?????????,PER,PER51,PER51-00,3,8,7,1873,13,577
07140,??.,??????,SOF,SOF46,SOF46-49,1,4,6,1873,21,578
07154,?.,???????,TGV,TGV35,TGV35-07,3,6,4,1873,25,579
07171,?.,????? ??????,SFO,SFO26,SFO26-00,3,7,7,1873,22,580
07168,?.,??????,BLG,BLG03,BLG03-00,3,8,5,1873,01,581
07185,?.,?????????,GAB,GAB12,GAB12-02,3,8,6,1873,07,582
07199,?.,??????,SZR,SZR31,SZR31-00,3,7,3,1873,23,583
07209,?.,???????,MON,MON11,MON11-00,3,8,3,1873,11,584
07212,?.,???????,RSE,RSE08,RSE08-03,3,5,3,1873,17,585
07226,?.,????????,KNL,KNL50,KNL50-00,3,8,7,1873,09,586
07231,?.,?????,RSE,RSE27,RSE27-14,3,5,3,1873,17,587
07243,?.,???????????,TGV,TGV22,TGV22-00,3,7,5,1873,25,588
07257,?.,?????????,DOB,DOB17,DOB17-04,3,5,2,1873,24,589
07260,?.,?????????,LOV,LOV18,LOV18-00,3,7,5,1873,10,590
07274,?.,?????????,PVN,PVN16,PVN16-04,3,6,2,1873,14,591
07288,?.,?????????,SZR,SZR27,SZR27-00,3,8,3,1873,23,592
07291,?.,???????,BGS,BGS13,BGS13-00,3,8,4,1873,02,593
07315,?.,????????,HKV,HKV33,HKV33-04,3,6,3,1873,26,595
07329,?.,????????,SLS,SLS31,SLS31-00,3,7,2,1873,18,596
07332,??.,?????????,BGS,BGS04,BGS04-04,1,5,2,1873,02,597
07346,?.,????????? ??????,HKV,HKV32,HKV32-00,3,7,5,1873,26,598
07357,?.,????????? ?????,LOV,LOV33,LOV33-01,3,5,4,1873,10,599
07363,?.,????????? ???????,VTR,VTR28,VTR28-03,3,5,3,1873,04,600
07377,?.,??????????,BLG,BLG03,BLG03-00,3,7,6,1873,01,601
07380,?.,?????????,SZR,SZR22,SZR22-00,3,8,7,1873,23,602
07394,?.,?????????,VAR,VAR13,VAR13-00,3,8,3,1873,03,603
07404,?.,?????????,GAB,GAB35,GAB35-04,3,8,6,1873,07,604
07418,?.,????????? ?????,VRC,VRC08,VRC08-03,3,6,3,1873,06,605
07421,?.,???????,GAB,GAB35,GAB35-00,3,8,6,1873,07,606
07435,?.,?????,SFO,SFO20,SFO20-00,3,8,8,1873,22,607
07452,?.,????????,RAZ,RAZ14,RAZ14-02,3,7,4,1873,16,608
07472,?.,????? ????,KRZ,KRZ35,KRZ35-18,3,8,5,1873,08,609
07483,?.,??????,KRZ,KRZ14,KRZ14-00,3,8,5,1873,08,610
07497,?.,???????,VRC,VRC35,VRC35-00,3,7,3,1873,06,611
07507,?.,???????,VAR,VAR24,VAR24-00,3,7,2,1873,03,612
07510,?.,??????,MON,MON02,MON02-05,3,5,5,1873,11,613
07524,?.,??????,PVN,PVN11,PVN11-01,3,6,4,1873,14,614
07538,?.,?????????,VRC,VRC08,VRC08-04,3,6,3,1873,06,615
07541,?.,??????????,SFO,SFO45,SFO45-00,3,8,6,1873,22,616
07555,?.,?????,SFO,SFO09,SFO09-00,3,8,7,1873,22,617
07569,?.,???????,SML,SML27,SML27-03,3,7,7,1873,20,618
07572,?.,????,PAZ,PAZ20,PAZ20-02,3,5,5,1873,12,619
07586,?.,????,PAZ,PAZ06,PAZ06-01,3,5,4,1873,12,620
07729,?.,??? ????,SHU,SHU25,SHU25-00,3,7,2,1873,27,621
07747,?.,??? ?????,KRZ,KRZ02,KRZ02-03,3,5,6,1873,08,622
07750,?.,??? ?????,SZR,SZR23,SZR23-00,3,7,3,1873,23,623
07778,?.,??? ????????,SLV,SLV16,SLV16-00,3,7,3,1873,19,624
07781,?.,??? ????????,HKV,HKV30,HKV30-13,3,8,5,1873,26,625
07598,??.,????,VAR,VAR05,VAR05-00,1,4,2,1873,03,626
07603,??.,????,RSE,RSE04,RSE04-00,1,3,2,1873,17,627
07613,?.,????,SLV,SLV20,SLV20-06,3,5,5,1873,19,628
07627,?.,???? ????,BGS,BGS12,BGS12-00,3,8,4,1873,02,629
07630,?.,???? ????,PVN,PVN03,PVN03-00,3,7,2,1873,14,630
07644,?.,???? ???????,SLV,SLV24,SLV24-03,3,5,5,1873,19,631
07658,?.,???? ??????,KRZ,KRZ16,KRZ16-15,3,7,5,1873,08,632
07661,?.,???? ????,VTR,VTR32,VTR32-00,3,7,3,1873,04,633
07675,?.,???? ????,PDV,PDV23,PDV23-02,3,6,3,1873,15,634
07689,?.,???? ????,SML,SML27,SML27-00,3,7,7,1873,20,635
07692,?.,???? ????,SHU,SHU10,SHU10-02,3,5,4,1873,27,636
07702,??.,???? ???????,VRC,VRC08,VRC08-00,1,3,3,1873,06,637
07716,??.,???? ??????,VTR,VTR22,VTR22-03,1,5,2,1873,04,638
07733,?.,?????????,HKV,HKV11,HKV11-04,3,8,4,1873,26,639
07764,?.,?????,KRZ,KRZ16,KRZ16-33,3,8,5,1873,08,640
07795,?.,???????,GAB,GAB05,GAB05-00,3,8,6,1873,07,641
07805,?.,????????,VTR,VTR13,VTR13-01,3,8,5,1873,04,642
07819,?.,???? ????,SZR,SZR23,SZR23-00,3,7,3,1873,23,643
10015,?.,??????,RAZ,RAZ14,RAZ14-03,3,5,4,1873,16,644
10029,?.,???????,SFO,SFO20,SFO20-06,3,5,7,1873,22,645
10032,?.,???????,DOB,DOB29,DOB29-00,3,7,1,1873,24,646
10046,?.,?????????,BLG,BLG42,BLG42-02,3,6,8,1873,01,647
10050,?.,???????,KNL,KNL31,KNL31-01,3,6,7,1873,09,648
13069,?.,???????,GAB,GAB29,GAB29-00,3,8,6,1873,07,649
10063,?.,??????,VTR,VTR13,VTR13-00,3,8,5,1873,04,650
10080,?.,??????,PVN,PVN16,PVN16-00,3,8,2,1873,14,651
10094,?.,???????,BGS,BGS13,BGS13-00,3,7,2,1873,02,652
10104,?.,???????,PAZ,PAZ29,PAZ29-03,3,5,5,1873,12,653
10118,?.,??????,VTR,VTR28,VTR28-04,3,5,2,1873,04,654
10121,?.,??????,TGV,TGV35,TGV35-08,3,6,5,1873,25,655
10135,??.,?????,VAR,VAR06,VAR06-00,1,1,1,1873,03,656
10149,?.,????????,SLS,SLS34,SLS34-00,3,7,3,1873,18,657
10152,?.,??????,HKV,HKV28,HKV28-00,3,8,3,1873,26,658
10166,?.,????????,BGS,BGS06,BGS06-00,3,8,5,1873,02,659
10176,?.,????? ??????,SHU,SHU30,SHU30-00,3,7,3,1873,27,660
10207,?.,????? ??????,PDV,PDV13,PDV13-04,3,5,5,1873,15,661
10210,?.,????? ??????,SLS,SLS01,SLS01-00,3,8,3,1873,18,662
10224,?.,????? ??????,SZR,SZR23,SZR23-00,3,7,3,1873,23,663
10238,?.,????? ??????,TGV,TGV35,TGV35-00,3,7,3,1873,25,664
10183,?.,????????,DOB,DOB12,DOB12-04,3,7,3,1873,24,665
10197,?.,??????????? ??????,LOV,LOV36,LOV36-00,3,8,6,1873,10,666
10255,?.,?????????,MON,MON07,MON07-02,3,5,2,1873,11,667
10269,?.,?????????,SFO,SFO16,SFO16-00,3,8,7,1873,22,668
10272,?.,?????????,LOV,LOV33,LOV33-00,3,7,6,1873,10,669
10286,?.,???????,HKV,HKV17,HKV17-00,3,8,4,1873,26,670
10291,?.,???????,PDV,PDV13,PDV13-05,3,5,5,1873,15,671
10307,?.,???????,DOB,DOB15,DOB15-09,3,6,4,1873,24,672
10313,?.,???????,BGS,BGS23,BGS23-00,3,8,4,1873,02,673
10327,?.,?????????,BGS,BGS23,BGS23-04,3,7,5,1873,02,674
10330,?.,????????,SHU,SHU21,SHU21-00,3,8,4,1873,27,675
10344,?.,???????,GAB,GAB35,GAB35-00,3,8,6,1873,07,676
10358,?.,????????,KRZ,KRZ16,KRZ16-04,3,7,6,1873,08,677
10361,?.,??????,BGS,BGS13,BGS13-00,3,8,2,1873,02,678
10375,?.,???????,HKV,HKV09,HKV09-00,3,8,3,1873,26,679
10389,?.,??????????,KRZ,KRZ08,KRZ08-01,3,7,5,1873,08,680
10392,?.,??????????,TGV,TGV22,TGV22-41,3,7,6,1873,25,681
58222,??.,?????? ???????,SHU,SHU23,SHU23-00,1,3,3,1873,27,682
10447,??.,?????? ???????,VTR,VTR04,VTR04-00,1,1,3,1873,04,683
10416,?.,????????,SZR,SZR07,SZR07-00,3,8,3,1873,23,684
10422,?.,????????,DOB,DOB12,DOB12-00,3,8,3,1873,24,685
10433,?.,?????????,TGV,TGV02,TGV02-00,3,8,6,1873,25,686
10450,??.,?????????,PAZ,PAZ08,PAZ08-00,1,2,7,1873,12,687
10464,?.,??????,SHU,SHU30,SHU30-00,3,7,4,1873,27,688
10478,?.,????????,PER,PER51,PER51-00,3,8,7,1873,13,689
76056,?.,????????,BGS,BGS23,BGS23-00,3,7,5,1873,02,690
10481,?.,???????,TGV,TGV22,TGV22-04,3,7,4,1873,25,691
10495,?.,?????????,VAR,VAR16,VAR16-04,3,6,1,1873,03,692
10505,?.,?????????,PAZ,PAZ19,PAZ19-04,3,6,4,1873,12,693
10519,?.,???????,GAB,GAB35,GAB35-00,3,8,5,1873,07,694
10522,?.,????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,695
10536,?.,????????,GAB,GAB05,GAB05-00,3,8,6,1873,07,696
10548,?.,????????,PER,PER08,PER08-00,3,7,7,1873,13,697
10553,?.,???????,VTR,VTR04,VTR04-00,3,7,4,1873,04,698
10567,?.,???????,LOV,LOV02,LOV02-00,3,7,6,1873,10,699
10570,?.,????????,GAB,GAB35,GAB35-00,3,8,6,1873,07,700
10584,?.,???????,TGV,TGV02,TGV02-00,3,8,6,1873,25,701
10598,?.,???????,VTR,VTR13,VTR13-00,3,8,6,1873,04,702
10608,?.,???????,BLG,BLG49,BLG49-00,3,8,6,1873,01,703
10611,?.,???????,VAR,VAR13,VAR13-03,3,6,1,1873,03,704
10625,?.,?????,BGS,BGS09,BGS09-00,3,7,3,1873,02,705
10639,?.,?????,SZR,SZR23,SZR23-00,3,7,3,1873,23,706
10642,?.,?????,SHU,SHU07,SHU07-00,3,5,4,1873,27,707
10656,?.,????????,SFO,SFO20,SFO20-00,3,8,7,1873,22,708
10663,?.,??????,VAR,VAR24,VAR24-00,3,7,1,1873,03,709
10673,?.,?????,SZR,SZR04,SZR04-00,3,7,4,1873,23,710
10687,?.,???????,TGV,TGV22,TGV22-05,3,7,6,1873,25,711
10690,?.,????????,SFO,SFO20,SFO20-00,3,7,7,1873,22,712
10700,?.,??????,KRZ,KRZ35,KRZ35-21,3,8,6,1873,08,713
10714,?.,???????,RAZ,RAZ11,RAZ11-02,3,5,4,1873,16,714
10728,?.,???????,TGV,TGV22,TGV22-00,3,7,5,1873,25,715
10731,?.,???????,BGS,BGS27,BGS27-05,3,6,2,1873,02,716
10745,?.,????????,VTR,VTR13,VTR13-00,3,8,5,1873,04,717
10759,?.,????????,RAZ,RAZ17,RAZ17-02,3,5,5,1873,16,718
10762,?.,??????????,SHU,SHU25,SHU25-03,3,6,3,1873,27,719
10776,?.,??????????,JAM,JAM25,JAM25-06,3,5,3,1873,28,720
10789,?.,??????,VRC,VRC10,VRC10-00,3,7,5,1873,06,721
10803,??.,??????,RSE,RSE05,RSE05-00,1,4,3,1873,17,722
10817,?.,??????,KNL,KNL31,KNL31-00,3,8,7,1873,09,723
10820,??.,??????,PAZ,PAZ29,PAZ29-04,1,4,5,1873,12,724
10834,?.,??????,SLS,SLS31,SLS31-00,3,7,2,1873,18,725
10848,?.,??????,SZR,SZR22,SZR22-02,3,5,5,1873,23,726
10851,?.,?????? ???,PAZ,PAZ29,PAZ29-05,3,5,4,1873,12,727
10865,?.,???????,VAR,VAR08,VAR08-00,3,5,4,1873,03,728
10879,?.,????????,VTR,VTR04,VTR04-00,3,7,4,1873,04,729
10882,?.,???????,SHU,SHU30,SHU30-00,3,7,3,1873,27,730
